"Year","Location Description","Data Source","Topic Description","Measure Description","Response","Data Value Type","Data Value","Low Confidence Limit","High Confidence Limit","Sample Size","Gender","Age","Race","Education"
"2014","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.5","17.2","19.8","9311","Male","All Ages","All Races","All Grades"
"2014","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.2","15.1","17.3","12418","Female","All Ages","All Races","All Grades"
"2014","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","24.7","23.8","25.6","21729","Overall","All Ages","All Races","All Grades"
"2014","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","28.2","26.8","29.6","9311","Male","All Ages","All Races","All Grades"
"2014","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.2","20.1","22.3","12418","Female","All Ages","All Races","All Grades"
"2014","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","58.0","56.9","59.1","21729","Overall","All Ages","All Races","All Grades"
"2014","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","53.2","51.6","54.8","9311","Male","All Ages","All Races","All Grades"
"2014","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","62.6","61.2","64.0","12418","Female","All Ages","All Races","All Grades"
"2013","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.5","17.5","19.5","16687","Overall","All Ages","All Races","All Grades"
"2013","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.8","18.2","21.4","6790","Male","All Ages","All Races","All Grades"
"2013","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","17.2","15.9","18.5","9897","Female","All Ages","All Races","All Grades"
"2013","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","24.7","23.7","25.7","16687","Overall","All Ages","All Races","All Grades"
"2013","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","29.3","27.6","31.0","6790","Male","All Ages","All Races","All Grades"
"2013","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","20.3","19.0","21.6","9897","Female","All Ages","All Races","All Grades"
"2013","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","56.9","55.7","58.1","16687","Overall","All Ages","All Races","All Grades"
"2013","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","50.9","49.0","52.8","6790","Male","All Ages","All Races","All Grades"
"2013","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","62.6","61.0","64.2","9897","Female","All Ages","All Races","All Grades"
"2012","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.7","18.8","20.6","18985","Overall","All Ages","All Races","All Grades"
"2012","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","21.4","20.1","22.7","7801","Male","All Ages","All Races","All Grades"
"2012","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.1","17.0","19.2","11184","Female","All Ages","All Races","All Grades"
"2012","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","24.4","23.6","25.2","18985","Overall","All Ages","All Races","All Grades"
"2012","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","28.1","26.8","29.4","7801","Male","All Ages","All Races","All Grades"
"2012","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","20.9","19.8","22.0","11184","Female","All Ages","All Races","All Grades"
"2012","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","55.9","54.9","56.9","18985","Overall","All Ages","All Races","All Grades"
"2012","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","50.5","49.0","52.0","7801","Male","All Ages","All Races","All Grades"
"2012","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","61.0","59.7","62.3","11184","Female","All Ages","All Races","All Grades"
"2011","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","20.0","19.3","20.7","25324","Overall","All Ages","All Races","All Grades"
"2011","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","22.1","20.9","23.3","10189","Male","All Ages","All Races","All Grades"
"2011","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","17.9","16.9","18.9","15135","Female","All Ages","All Races","All Grades"
"2011","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","24.3","23.5","25.1","25324","Overall","All Ages","All Races","All Grades"
"2011","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","27.7","26.5","28.9","10189","Male","All Ages","All Races","All Grades"
"2011","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.0","20.0","22.0","15135","Female","All Ages","All Races","All Grades"
"2011","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","55.7","54.8","56.6","25324","Overall","All Ages","All Races","All Grades"
"2011","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","50.2","48.8","51.6","10189","Male","All Ages","All Races","All Grades"
"2011","Nebraska","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","61.0","59.8","62.2","15135","Female","All Ages","All Races","All Grades"
"2015","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","17.5","15.2","19.8","2851","Overall","All Ages","All Races","All Grades"
"2015","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","20.5","16.7","24.3","1176","Male","All Ages","All Races","All Grades"
"2015","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","14.6","11.9","17.3","1675","Female","All Ages","All Races","All Grades"
"2015","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","25.6","23.1","28.1","2851","Overall","All Ages","All Races","All Grades"
"2015","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","27.5","23.6","31.4","1176","Male","All Ages","All Races","All Grades"
"2015","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","23.7","20.5","26.9","1675","Female","All Ages","All Races","All Grades"
"2015","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","56.9","54.0","59.8","2851","Overall","All Ages","All Races","All Grades"
"2015","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","52.0","47.5","56.5","1176","Male","All Ages","All Races","All Grades"
"2015","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","61.7","58.0","65.4","1675","Female","All Ages","All Races","All Grades"
"2014","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","17.0","15.0","19.0","3651","Overall","All Ages","All Races","All Grades"
"2014","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","20.2","17.1","23.3","1560","Male","All Ages","All Races","All Grades"
"2014","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","13.7","11.2","16.2","2091","Female","All Ages","All Races","All Grades"
"2014","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","24.0","22.0","26.0","3651","Overall","All Ages","All Races","All Grades"
"2014","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","26.3","23.3","29.3","1560","Male","All Ages","All Races","All Grades"
"2014","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.9","19.4","24.4","2091","Female","All Ages","All Races","All Grades"
"2014","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","59.0","56.5","61.5","3651","Overall","All Ages","All Races","All Grades"
"2014","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","53.5","49.7","57.3","1560","Male","All Ages","All Races","All Grades"
"2014","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","64.4","61.2","67.6","2091","Female","All Ages","All Races","All Grades"
"2013","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.4","17.3","21.5","4984","Overall","All Ages","All Races","All Grades"
"2013","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","20.6","17.4","23.8","2143","Male","All Ages","All Races","All Grades"
"2013","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.1","15.6","20.6","2841","Female","All Ages","All Races","All Grades"
"2013","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","22.5","20.6","24.4","4984","Overall","All Ages","All Races","All Grades"
"2013","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","24.1","21.1","27.1","2143","Male","All Ages","All Races","All Grades"
"2013","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","20.9","18.5","23.3","2841","Female","All Ages","All Races","All Grades"
"2013","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","58.1","55.6","60.6","4984","Overall","All Ages","All Races","All Grades"
"2013","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","55.3","51.5","59.1","2143","Male","All Ages","All Races","All Grades"
"2013","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","61.0","57.8","64.2","2841","Female","All Ages","All Races","All Grades"
"2012","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.1","16.5","19.7","4778","Overall","All Ages","All Races","All Grades"
"2012","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.9","17.4","22.4","1996","Male","All Ages","All Races","All Grades"
"2012","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.4","14.5","18.3","2782","Female","All Ages","All Races","All Grades"
"2012","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","24.5","22.8","26.2","4778","Overall","All Ages","All Races","All Grades"
"2012","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","27.4","24.7","30.1","1996","Male","All Ages","All Races","All Grades"
"2012","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.6","19.5","23.7","2782","Female","All Ages","All Races","All Grades"
"2012","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","57.4","55.4","59.4","4778","Overall","All Ages","All Races","All Grades"
"2012","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","52.8","49.7","55.9","1996","Male","All Ages","All Races","All Grades"
"2012","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","62.0","59.4","64.6","2782","Female","All Ages","All Races","All Grades"
"2011","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","22.9","20.9","24.9","5468","Overall","All Ages","All Races","All Grades"
"2011","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","25.6","22.5","28.7","2229","Male","All Ages","All Races","All Grades"
"2011","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","20.2","17.8","22.6","3239","Female","All Ages","All Races","All Grades"
"2011","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","24.6","22.7","26.5","5468","Overall","All Ages","All Races","All Grades"
"2011","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","26.8","23.9","29.7","2229","Male","All Ages","All Races","All Grades"
"2011","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","22.4","20.0","24.8","3239","Female","All Ages","All Races","All Grades"
"2011","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","52.5","50.2","54.8","5468","Overall","All Ages","All Races","All Grades"
"2011","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","47.7","44.3","51.1","2229","Male","All Ages","All Races","All Grades"
"2011","Nevada","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","57.4","54.3","60.5","3239","Female","All Ages","All Races","All Grades"
"2015","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","15.9","14.6","17.2","6766","Overall","All Ages","All Races","All Grades"
"2015","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.5","14.5","18.5","2800","Male","All Ages","All Races","All Grades"
"2015","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","15.4","13.7","17.1","3966","Female","All Ages","All Races","All Grades"
"2015","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","30.3","28.8","31.8","6766","Overall","All Ages","All Races","All Grades"
"2015","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","31.4","29.1","33.7","2800","Male","All Ages","All Races","All Grades"
"2015","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","29.2","27.2","31.2","3966","Female","All Ages","All Races","All Grades"
"2015","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","53.8","52.1","55.5","6766","Overall","All Ages","All Races","All Grades"
"2015","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","52.1","49.5","54.7","2800","Male","All Ages","All Races","All Grades"
"2015","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","55.4","53.1","57.7","3966","Female","All Ages","All Races","All Grades"
"2014","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","17.5","16.0","19.0","5855","Overall","All Ages","All Races","All Grades"
"2014","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.4","16.0","20.8","2450","Male","All Ages","All Races","All Grades"
"2014","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.7","14.8","18.6","3405","Female","All Ages","All Races","All Grades"
"2014","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","30.1","28.5","31.7","5855","Overall","All Ages","All Races","All Grades"
"2014","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","32.4","29.9","34.9","2450","Male","All Ages","All Races","All Grades"
"2014","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","28.0","25.9","30.1","3405","Female","All Ages","All Races","All Grades"
"2014","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","52.4","50.5","54.3","5855","Overall","All Ages","All Races","All Grades"
"2014","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","49.3","46.5","52.1","2450","Male","All Ages","All Races","All Grades"
"2014","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","55.4","52.9","57.9","3405","Female","All Ages","All Races","All Grades"
"2013","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.2","14.9","17.5","6291","Overall","All Ages","All Races","All Grades"
"2013","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.7","14.7","18.7","2641","Male","All Ages","All Races","All Grades"
"2013","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","15.8","14.1","17.5","3650","Female","All Ages","All Races","All Grades"
"2013","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","31.0","29.5","32.5","6291","Overall","All Ages","All Races","All Grades"
"2013","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","33.1","30.8","35.4","2641","Male","All Ages","All Races","All Grades"
"2013","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","29.0","27.2","30.8","3650","Female","All Ages","All Races","All Grades"
"2013","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","52.7","51.0","54.4","6291","Overall","All Ages","All Races","All Grades"
"2013","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","50.2","47.7","52.7","2641","Male","All Ages","All Races","All Grades"
"2013","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","55.1","52.9","57.3","3650","Female","All Ages","All Races","All Grades"
"2012","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","17.2","15.8","18.6","7421","Overall","All Ages","All Races","All Grades"
"2012","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","20.0","17.8","22.2","3079","Male","All Ages","All Races","All Grades"
"2012","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","14.5","12.8","16.2","4342","Female","All Ages","All Races","All Grades"
"2012","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","31.6","30.2","33.0","7421","Overall","All Ages","All Races","All Grades"
"2012","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","32.9","30.7","35.1","3079","Male","All Ages","All Races","All Grades"
"2012","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","30.3","28.4","32.2","4342","Female","All Ages","All Races","All Grades"
"2012","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","51.3","49.6","53.0","7421","Overall","All Ages","All Races","All Grades"
"2012","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","47.1","44.6","49.6","3079","Male","All Ages","All Races","All Grades"
"2012","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","55.3","53.1","57.5","4342","Female","All Ages","All Races","All Grades"
"2011","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.4","18.0","20.8","6327","Overall","All Ages","All Races","All Grades"
"2011","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","20.4","18.1","22.7","2534","Male","All Ages","All Races","All Grades"
"2011","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.5","16.7","20.3","3793","Female","All Ages","All Races","All Grades"
"2011","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","29.2","27.8","30.6","6327","Overall","All Ages","All Races","All Grades"
"2011","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","29.8","27.7","31.9","2534","Male","All Ages","All Races","All Grades"
"2011","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","28.7","26.9","30.5","3793","Female","All Ages","All Races","All Grades"
"2011","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","51.3","49.6","53.0","6327","Overall","All Ages","All Races","All Grades"
"2011","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","49.8","47.1","52.5","2534","Male","All Ages","All Races","All Grades"
"2011","New Hampshire","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","52.8","50.6","55.0","3793","Female","All Ages","All Races","All Grades"
"2015","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","13.5","12.5","14.5","10959","Overall","All Ages","All Races","All Grades"
"2015","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","15.7","14.0","17.4","4481","Male","All Ages","All Races","All Grades"
"2015","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","11.5","10.2","12.8","6478","Female","All Ages","All Races","All Grades"
"2015","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","25.2","24.0","26.4","10959","Overall","All Ages","All Races","All Grades"
"2015","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","27.1","25.2","29.0","4481","Male","All Ages","All Races","All Grades"
"2015","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","23.5","22.0","25.0","6478","Female","All Ages","All Races","All Grades"
"2015","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","61.3","59.9","62.7","10959","Overall","All Ages","All Races","All Grades"
"2015","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","57.2","55.0","59.4","4481","Male","All Ages","All Races","All Grades"
"2015","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","65.0","63.2","66.8","6478","Female","All Ages","All Races","All Grades"
"2014","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","15.1","14.1","16.1","12194","Overall","All Ages","All Races","All Grades"
"2014","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","17.8","16.1","19.5","5027","Male","All Ages","All Races","All Grades"
"2014","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","12.6","11.5","13.7","7167","Female","All Ages","All Races","All Grades"
"2014","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","24.3","23.2","25.4","12194","Overall","All Ages","All Races","All Grades"
"2014","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","26.2","24.5","27.9","5027","Male","All Ages","All Races","All Grades"
"2014","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","22.5","21.1","23.9","7167","Female","All Ages","All Races","All Grades"
"2014","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","60.6","59.3","61.9","12194","Overall","All Ages","All Races","All Grades"
"2014","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","56.0","54.0","58.0","5027","Male","All Ages","All Races","All Grades"
"2014","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","64.9","63.2","66.6","7167","Female","All Ages","All Races","All Grades"
"2013","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","15.7","14.7","16.7","12590","Overall","All Ages","All Races","All Grades"
"2013","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","17.5","16.0","19.0","5346","Male","All Ages","All Races","All Grades"
"2013","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","13.9","12.7","15.1","7244","Female","All Ages","All Races","All Grades"
"2013","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","25.8","24.7","26.9","12590","Overall","All Ages","All Races","All Grades"
"2013","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","27.7","26.0","29.4","5346","Male","All Ages","All Races","All Grades"
"2013","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","23.9","22.5","25.3","7244","Female","All Ages","All Races","All Grades"
"2013","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","58.6","57.3","59.9","12590","Overall","All Ages","All Races","All Grades"
"2013","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","54.7","52.8","56.6","5346","Male","All Ages","All Races","All Grades"
"2013","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","62.2","60.5","63.9","7244","Female","All Ages","All Races","All Grades"
"2012","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","17.3","16.3","18.3","15009","Overall","All Ages","All Races","All Grades"
"2012","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","20.3","18.8","21.8","6062","Male","All Ages","All Races","All Grades"
"2012","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","14.6","13.4","15.8","8947","Female","All Ages","All Races","All Grades"
"2012","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","25.5","24.5","26.5","15009","Overall","All Ages","All Races","All Grades"
"2012","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","27.7","26.2","29.2","6062","Male","All Ages","All Races","All Grades"
"2012","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","23.5","22.3","24.7","8947","Female","All Ages","All Races","All Grades"
"2012","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","57.2","56.0","58.4","15009","Overall","All Ages","All Races","All Grades"
"2012","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","52.1","50.3","53.9","6062","Male","All Ages","All Races","All Grades"
"2012","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","61.9","60.4","63.4","8947","Female","All Ages","All Races","All Grades"
"2011","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.8","15.9","17.7","15279","Overall","All Ages","All Races","All Grades"
"2011","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.1","17.5","20.7","6010","Male","All Ages","All Races","All Grades"
"2011","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","14.6","13.5","15.7","9269","Female","All Ages","All Races","All Grades"
"2011","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","25.8","24.8","26.8","15279","Overall","All Ages","All Races","All Grades"
"2011","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","28.0","26.4","29.6","6010","Male","All Ages","All Races","All Grades"
"2011","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","23.7","22.5","24.9","9269","Female","All Ages","All Races","All Grades"
"2011","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","57.4","56.2","58.6","15279","Overall","All Ages","All Races","All Grades"
"2011","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","52.8","50.9","54.7","6010","Male","All Ages","All Races","All Grades"
"2011","New Jersey","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","61.7","60.2","63.2","9269","Female","All Ages","All Races","All Grades"
"2015","New Mexico","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","17.5","16.0","19.0","6447","Overall","All Ages","All Races","All Grades"
"2015","New Mexico","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.1","16.8","21.4","2712","Male","All Ages","All Races","All Grades"
"2015","New Mexico","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.0","14.0","18.0","3735","Female","All Ages","All Races","All Grades"
"2015","New Mexico","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","24.7","23.2","26.2","6447","Overall","All Ages","All Races","All Grades"
"2015","New Mexico","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","28.4","26.0","30.8","2712","Male","All Ages","All Races","All Grades"
"2015","New Mexico","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.2","19.3","23.1","3735","Female","All Ages","All Races","All Grades"
"2015","New Mexico","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","57.7","55.8","59.6","6447","Overall","All Ages","All Races","All Grades"
"2015","New Mexico","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","52.5","49.6","55.4","2712","Male","All Ages","All Races","All Grades"
"2015","New Mexico","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","62.7","60.3","65.1","3735","Female","All Ages","All Races","All Grades"
"2014","New Mexico","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.1","17.7","20.5","8365","Overall","All Ages","All Races","All Grades"
