"Year","Location Description","Data Source","Topic Description","Measure Description","Response","Data Value Type","Data Value","Low Confidence Limit","High Confidence Limit","Sample Size","Gender","Age","Race","Education"
"2014-2015","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","17.9","15.7","20.1","1591","Female","All Ages","All Races","All Grades"
"2014-2015","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","64.0","61.6","66.3","3017","Overall","All Ages","All Races","All Grades"
"2014-2015","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","59.0","55.4","62.5","1426","Male","All Ages","All Races","All Grades"
"2014-2015","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","68.8","66.0","71.5","1591","Female","All Ages","All Races","All Grades"
"2010-2011","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.1","14.4","17.8","3507","Overall","All Ages","All Races","All Grades"
"2010-2011","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","17.6","15.6","19.6","1661","Male","All Ages","All Races","All Grades"
"2010-2011","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","14.6","12.3","16.9","1846","Female","All Ages","All Races","All Grades"
"2010-2011","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","17.5","15.7","19.3","3507","Overall","All Ages","All Races","All Grades"
"2010-2011","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.0","18.4","23.6","1661","Male","All Ages","All Races","All Grades"
"2010-2011","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","14.1","12.3","15.9","1846","Female","All Ages","All Races","All Grades"
"2010-2011","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","66.5","63.6","69.4","3507","Overall","All Ages","All Races","All Grades"
"2010-2011","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","61.4","57.8","65.0","1661","Male","All Ages","All Races","All Grades"
"2010-2011","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","71.3","68.0","74.6","1846","Female","All Ages","All Races","All Grades"
"2006-2007","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.0","17.2","20.8","3450","Overall","All Ages","All Races","All Grades"
"2006-2007","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","20.9","18.2","23.6","1679","Male","All Ages","All Races","All Grades"
"2006-2007","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","17.2","14.8","19.6","1771","Female","All Ages","All Races","All Grades"
"2006-2007","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","22.2","20.3","24.1","3450","Overall","All Ages","All Races","All Grades"
"2006-2007","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","25.9","23.0","28.8","1679","Male","All Ages","All Races","All Grades"
"2006-2007","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","18.7","16.2","21.2","1771","Female","All Ages","All Races","All Grades"
"2006-2007","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","58.8","56.5","61.1","3450","Overall","All Ages","All Races","All Grades"
"2006-2007","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","53.2","49.9","56.5","1679","Male","All Ages","All Races","All Grades"
"2006-2007","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","64.1","61.0","67.2","1771","Female","All Ages","All Races","All Grades"
"2003","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","21.5","19.6","23.4","3024","Overall","All Ages","All Races","All Grades"
"2003","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","22.5","19.7","25.3","1314","Male","All Ages","All Races","All Grades"
"2003","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","20.7","18.2","23.2","1710","Female","All Ages","All Races","All Grades"
"2003","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","22.2","20.3","24.1","3024","Overall","All Ages","All Races","All Grades"
"2003","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","28.2","25.1","31.3","1314","Male","All Ages","All Races","All Grades"
"2003","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","17.4","15.1","19.7","1710","Female","All Ages","All Races","All Grades"
"2003","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","56.3","54.1","58.5","3024","Overall","All Ages","All Races","All Grades"
"2003","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","49.2","45.8","52.6","1314","Male","All Ages","All Races","All Grades"
"2003","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","61.9","59.0","64.8","1710","Female","All Ages","All Races","All Grades"
"2001-2002   ","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","21.4","19.8","23.1","3962","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","23.6","21.1","26.1","1865","Male","All Ages","All Races","All Grades"
"2001-2002   ","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.4","17.2","21.7","2097","Female","All Ages","All Races","All Grades"
"2001-2002   ","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","20.1","18.5","21.8","3962","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","24.5","22.0","27.0","1865","Male","All Ages","All Races","All Grades"
"2001-2002   ","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","16.1","14.0","18.2","2097","Female","All Ages","All Races","All Grades"
"2001-2002   ","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","58.4","56.4","60.4","3962","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","51.9","48.9","54.8","1865","Male","All Ages","All Races","All Grades"
"2001-2002   ","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","64.5","61.8","67.2","2097","Female","All Ages","All Races","All Grades"
"1998-1999   ","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","21.2","19.6","22.7","3161","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","21.8","19.5","24.1","1484","Male","All Ages","All Races","All Grades"
"1998-1999   ","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","20.6","18.5","22.7","1677","Female","All Ages","All Races","All Grades"
"1998-1999   ","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","20.1","18.5","21.6","3161","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","25.6","23.2","28.0","1484","Male","All Ages","All Races","All Grades"
"1998-1999   ","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","15.0","13.1","16.9","1677","Female","All Ages","All Races","All Grades"
"1998-1999   ","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","58.8","56.9","60.6","3161","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","52.6","49.9","55.4","1484","Male","All Ages","All Races","All Grades"
"1998-1999   ","Nebraska","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","64.4","61.9","66.9","1677","Female","All Ages","All Races","All Grades"
"2014-2015","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","14.1","12.4","15.8","3056","Overall","All Ages","All Races","All Grades"
"2014-2015","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","15.5","13.3","17.8","1491","Male","All Ages","All Races","All Grades"
"2014-2015","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","12.7","10.6","14.9","1565","Female","All Ages","All Races","All Grades"
"2014-2015","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","16.6","14.6","18.5","3056","Overall","All Ages","All Races","All Grades"
"2014-2015","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","18.6","15.9","21.2","1491","Male","All Ages","All Races","All Grades"
"2014-2015","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","14.6","12.2","17.0","1565","Female","All Ages","All Races","All Grades"
"2014-2015","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","69.3","66.7","71.9","3056","Overall","All Ages","All Races","All Grades"
"2014-2015","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","65.9","62.7","69.0","1491","Male","All Ages","All Races","All Grades"
"2014-2015","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","72.7","69.4","76.0","1565","Female","All Ages","All Races","All Grades"
"2010-2011","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.9","15.3","18.5","3580","Overall","All Ages","All Races","All Grades"
"2010-2011","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.7","16.3","21.1","1754","Male","All Ages","All Races","All Grades"
"2010-2011","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","15.0","13.4","16.6","1826","Female","All Ages","All Races","All Grades"
"2010-2011","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","15.9","14.4","17.4","3580","Overall","All Ages","All Races","All Grades"
"2010-2011","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","17.8","15.6","20.0","1754","Male","All Ages","All Races","All Grades"
"2010-2011","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","14.1","12.5","15.7","1826","Female","All Ages","All Races","All Grades"
"2010-2011","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","67.2","64.8","69.6","3580","Overall","All Ages","All Races","All Grades"
"2010-2011","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","63.5","60.5","66.5","1754","Male","All Ages","All Races","All Grades"
"2010-2011","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","70.9","68.3","73.5","1826","Female","All Ages","All Races","All Grades"
"2006-2007","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.1","16.4","19.8","3718","Overall","All Ages","All Races","All Grades"
"2006-2007","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","20.8","18.2","23.4","1827","Male","All Ages","All Races","All Grades"
"2006-2007","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","15.3","13.0","17.6","1891","Female","All Ages","All Races","All Grades"
"2006-2007","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","17.0","15.3","18.7","3718","Overall","All Ages","All Races","All Grades"
"2006-2007","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","18.2","15.8","20.6","1827","Male","All Ages","All Races","All Grades"
"2006-2007","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","15.7","13.4","18.0","1891","Female","All Ages","All Races","All Grades"
"2006-2007","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","65.0","62.9","67.1","3718","Overall","All Ages","All Races","All Grades"
"2006-2007","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","61.0","57.9","64.1","1827","Male","All Ages","All Races","All Grades"
"2006-2007","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","69.0","66.1","71.9","1891","Female","All Ages","All Races","All Grades"
"2003","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.0","16.5","19.5","3834","Overall","All Ages","All Races","All Grades"
"2003","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.3","16.1","20.5","1790","Male","All Ages","All Races","All Grades"
"2003","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","17.7","15.6","19.8","2044","Female","All Ages","All Races","All Grades"
"2003","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","18.2","16.7","19.7","3834","Overall","All Ages","All Races","All Grades"
"2003","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.1","18.8","23.4","1790","Male","All Ages","All Races","All Grades"
"2003","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","15.4","13.4","17.4","2044","Female","All Ages","All Races","All Grades"
"2003","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","63.8","61.9","65.7","3834","Overall","All Ages","All Races","All Grades"
"2003","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","60.6","57.8","63.4","1790","Male","All Ages","All Races","All Grades"
"2003","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","66.9","64.3","69.5","2044","Female","All Ages","All Races","All Grades"
"2001-2002   ","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","22.4","20.8","24.0","4231","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","24.8","22.5","27.1","2092","Male","All Ages","All Races","All Grades"
"2001-2002   ","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","20.0","17.8","22.1","2139","Female","All Ages","All Races","All Grades"
"2001-2002   ","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","19.9","18.4","21.4","4231","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.7","19.5","23.8","2092","Male","All Ages","All Races","All Grades"
"2001-2002   ","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","18.0","16.0","20.1","2139","Female","All Ages","All Races","All Grades"
"2001-2002   ","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","57.7","55.9","59.6","4231","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","53.5","50.9","56.1","2092","Male","All Ages","All Races","All Grades"
"2001-2002   ","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","62.0","59.4","64.6","2139","Female","All Ages","All Races","All Grades"
"1998-1999   ","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","24.1","22.5","25.6","3000","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","25.6","23.3","27.9","1464","Male","All Ages","All Races","All Grades"
"1998-1999   ","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","22.5","20.3","24.7","1536","Female","All Ages","All Races","All Grades"
"1998-1999   ","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","18.1","16.7","19.5","3000","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","20.9","18.8","23.1","1464","Male","All Ages","All Races","All Grades"
"1998-1999   ","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","15.3","13.4","17.2","1536","Female","All Ages","All Races","All Grades"
"1998-1999   ","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","57.8","56.0","59.7","3000","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","53.4","50.8","56.0","1464","Male","All Ages","All Races","All Grades"
"1998-1999   ","Nevada","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","62.2","59.7","64.8","1536","Female","All Ages","All Races","All Grades"
"2014-2015","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","14.1","12.5","15.6","3962","Overall","All Ages","All Races","All Grades"
"2014-2015","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","14.1","12.1","16.2","1942","Male","All Ages","All Races","All Grades"
"2014-2015","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","14.0","12.0","16.0","2020","Female","All Ages","All Races","All Grades"
"2014-2015","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","27.2","25.3","29.1","3962","Overall","All Ages","All Races","All Grades"
"2014-2015","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","29.5","26.9","32.1","1942","Male","All Ages","All Races","All Grades"
"2014-2015","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","25.1","22.8","27.4","2020","Female","All Ages","All Races","All Grades"
"2014-2015","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","58.7","56.7","60.7","3962","Overall","All Ages","All Races","All Grades"
"2014-2015","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","56.4","53.6","59.2","1942","Male","All Ages","All Races","All Grades"
"2014-2015","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","60.9","58.4","63.4","2020","Female","All Ages","All Races","All Grades"
"2010-2011","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","14.4","13.1","15.7","4918","Overall","All Ages","All Races","All Grades"
"2010-2011","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","15.9","14.1","17.7","2388","Male","All Ages","All Races","All Grades"
"2010-2011","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","12.9","11.4","14.4","2530","Female","All Ages","All Races","All Grades"
"2010-2011","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","20.9","19.5","22.3","4918","Overall","All Ages","All Races","All Grades"
"2010-2011","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","22.7","21.0","24.4","2388","Male","All Ages","All Races","All Grades"
"2010-2011","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","19.3","17.6","21.0","2530","Female","All Ages","All Races","All Grades"
"2010-2011","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","64.7","62.8","66.6","4918","Overall","All Ages","All Races","All Grades"
"2010-2011","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","61.4","59.0","63.8","2388","Male","All Ages","All Races","All Grades"
"2010-2011","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","67.8","65.6","70.0","2530","Female","All Ages","All Races","All Grades"
"2006-2007","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.5","14.8","18.2","5061","Overall","All Ages","All Races","All Grades"
"2006-2007","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","17.4","14.9","19.9","2406","Male","All Ages","All Races","All Grades"
"2006-2007","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","15.8","13.5","18.1","2655","Female","All Ages","All Races","All Grades"
"2006-2007","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","24.9","22.9","26.9","5061","Overall","All Ages","All Races","All Grades"
"2006-2007","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","27.0","24.1","29.9","2406","Male","All Ages","All Races","All Grades"
"2006-2007","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","22.8","20.1","25.5","2655","Female","All Ages","All Races","All Grades"
"2006-2007","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","58.6","56.4","60.8","5061","Overall","All Ages","All Races","All Grades"
"2006-2007","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","55.6","52.4","58.8","2406","Male","All Ages","All Races","All Grades"
"2006-2007","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","61.4","58.3","64.5","2655","Female","All Ages","All Races","All Grades"
"2003","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.2","16.6","19.8","3236","Overall","All Ages","All Races","All Grades"
"2003","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.7","17.3","22.1","1434","Male","All Ages","All Races","All Grades"
"2003","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","17.0","15.0","19.0","1802","Female","All Ages","All Races","All Grades"
"2003","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","25.7","23.9","27.5","3236","Overall","All Ages","All Races","All Grades"
"2003","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","28.4","25.7","31.1","1434","Male","All Ages","All Races","All Grades"
"2003","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","23.6","21.3","25.9","1802","Female","All Ages","All Races","All Grades"
"2003","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","56.0","54.0","58.0","3236","Overall","All Ages","All Races","All Grades"
"2003","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","51.9","48.9","54.9","1434","Male","All Ages","All Races","All Grades"
"2003","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","59.4","56.7","62.1","1802","Female","All Ages","All Races","All Grades"
"2001-2002   ","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","23.2","21.7","24.7","4150","Overall","All Ages","All Races","All Grades"
"2001-2002   ","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","24.8","22.6","27.1","1968","Male","All Ages","All Races","All Grades"
"2001-2002   ","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","21.6","19.6","23.7","2182","Female","All Ages","All Races","All Grades"
"2001-2002   ","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","28.0","26.4","29.6","4150","Overall","All Ages","All Races","All Grades"
"2001-2002   ","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","29.3","26.9","31.7","1968","Male","All Ages","All Races","All Grades"
"2001-2002   ","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","26.8","24.6","29.0","2182","Female","All Ages","All Races","All Grades"
"2001-2002   ","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","48.8","47.0","50.6","4150","Overall","All Ages","All Races","All Grades"
"2001-2002   ","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","45.9","43.3","48.5","1968","Male","All Ages","All Races","All Grades"
"2001-2002   ","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","51.6","49.0","54.1","2182","Female","All Ages","All Races","All Grades"
"1998-1999   ","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","22.0","20.3","23.8","2410","Overall","All Ages","All Races","All Grades"
"1998-1999   ","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","23.5","21.0","26.0","1150","Male","All Ages","All Races","All Grades"
"1998-1999   ","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","20.7","18.3","23.0","1260","Female","All Ages","All Races","All Grades"
"1998-1999   ","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","29.4","27.5","31.3","2410","Overall","All Ages","All Races","All Grades"
"1998-1999   ","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","31.8","29.1","34.6","1150","Male","All Ages","All Races","All Grades"
"1998-1999   ","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","27.0","24.4","29.6","1260","Female","All Ages","All Races","All Grades"
"1998-1999   ","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","48.6","46.5","50.7","2410","Overall","All Ages","All Races","All Grades"
"1998-1999   ","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","44.7","41.7","47.6","1150","Male","All Ages","All Races","All Grades"
"1998-1999   ","New Hampshire","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","52.3","49.4","55.2","1260","Female","All Ages","All Races","All Grades"
"2014-2015","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","10.1","8.7","11.4","4525","Overall","All Ages","All Races","All Grades"
"2014-2015","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","11.0","9.0","13.0","2145","Male","All Ages","All Races","All Grades"
"2014-2015","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","9.2","7.7","10.7","2380","Female","All Ages","All Races","All Grades"
"2014-2015","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","18.5","17.1","20.0","4525","Overall","All Ages","All Races","All Grades"
"2014-2015","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.1","19.0","23.2","2145","Male","All Ages","All Races","All Grades"
"2014-2015","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","16.2","14.5","17.8","2380","Female","All Ages","All Races","All Grades"
"2014-2015","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","71.4","69.5","73.2","4525","Overall","All Ages","All Races","All Grades"
"2014-2015","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","67.9","65.3","70.5","2145","Male","All Ages","All Races","All Grades"
"2014-2015","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","74.6","72.4","76.7","2380","Female","All Ages","All Races","All Grades"
"2010-2011","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","11.2","10.1","12.3","4598","Overall","All Ages","All Races","All Grades"
"2010-2011","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","12.9","11.4","14.4","2160","Male","All Ages","All Races","All Grades"
